,State_Name,Crop_Year,Season,Crop,Area,Production
213538,Uttar Pradesh,2008,Rabi       ,Potato,42.0,861.0
236257,Uttarakhand,2005,Rabi       ,Wheat,13413.0,15077.0
206942,Uttar Pradesh,2003,Kharif     ,Rice,111549.0,332782.0
147794,Odisha,2014,Autumn     ,Rice,73000.0,196000.0
80704,Karnataka,2011,Kharif     ,Onion,44.0,217.0
115749,Madhya Pradesh,2006,Whole Year ,Sugarcane,23562.0,1151420.0
232136,Uttarakhand,2009,Kharif     ,Rice,12629.0,16972.0
209091,Uttar Pradesh,2014,Rabi       ,Wheat,96640.0,164868.0
53659,Chhattisgarh,2014,Kharif     ,Rice,272551.0,510063.0
215656,Uttar Pradesh,2013,Rabi       ,Potato,10034.0,104855.0
187514,Tamil Nadu,2011,Kharif     ,Rice,186307.0,789997.0
190931,Tamil Nadu,2003,Whole Year ,Onion,1201.0,6859.0
180724,Tamil Nadu,2004,Whole Year ,Sugarcane,4174.0,397085.0
8228,Andhra Pradesh,2009,Rabi       ,Onion,110.0,2793.0
90506,Karnataka,2012,Whole Year ,Sugarcane,5676.0,372062.0
216938,Uttar Pradesh,2010,Rabi       ,Wheat,111495.0,435774.0
140027,Meghalaya,2005,Summer     ,Rice,27.0,33.0
241928,West Bengal,2005,Whole Year ,Sugarcane,46.0,3511.0
79867,Karnataka,2008,Rabi       ,Rice,150.0,700.0
210538,Uttar Pradesh,2014,Kharif     ,Rice,80702.0,157046.0
181302,Tamil Nadu,2002,Kharif     ,Rice,12837.0,37510.0
3595,Andhra Pradesh,2005,Rabi       ,Onion,653.0,15745.0
78334,Karnataka,2013,Whole Year ,Cashewnut,23.0,21.0
84224,Karnataka,2012,Kharif     ,Onion,5327.0,35480.0
162701,Punjab,2011,Whole Year ,Sugarcane,9.0,599000.0
217231,Uttar Pradesh,2002,Summer     ,Rice,4.0,8.0
206580,Uttar Pradesh,2007,Kharif     ,Sugarcane,57107.0,3462740.0
5814,Andhra Pradesh,2003,Whole Year ,Cashewnut,698.0,187.0
74921,Jammu and Kashmir ,2007,Rabi       ,Onion,5.0,3.3
29834,Bihar,2011,Autumn     ,Rice,589.0,947.0
21391,Assam,2012,Winter     ,Rice,117679.0,181966.0
236914,West Bengal,2014,Autumn     ,Rice,15876.0,42913.0
185305,Tamil Nadu,2002,Whole Year ,Coconut ,5861.0,36100.0
121896,Madhya Pradesh,2001,Whole Year ,Onion,39.0,324.0
141011,Meghalaya,2013,Rabi       ,Wheat,189.0,370.0
923,Andhra Pradesh,2013,Whole Year ,Potato,82.0,1179.0
204127,Uttar Pradesh,2005,Kharif     ,Sugarcane,14958.0,739583.0
177400,Sikkim,2006,Rabi       ,Wheat,2000.0,3150.0
120157,Madhya Pradesh,2008,Rabi       ,Wheat,153062.0,226884.0
81866,Karnataka,2002,Whole Year ,Sugarcane,18537.0,1355982.0
27593,Bihar,2003,Summer     ,Rice,10.0,13.0
7672,Andhra Pradesh,2014,Kharif     ,Potato,10.0,173.0
64556,Gujarat,2005,Kharif     ,Rice,500.0,1100.0
119327,Madhya Pradesh,2013,Kharif     ,Rice,4776.0,2092.0
142066,Mizoram,2004,Kharif     ,Rice,9800.0,13416.0
78019,Karnataka,2007,Rabi       ,Onion,8.0,67.0
51029,Chhattisgarh,2003,Whole Year ,Potato,90.0,418.0
225689,Uttar Pradesh,2010,Summer     ,Rice,2.0,4.0
75870,Jharkhand,2006,Autumn     ,Rice,2449.49,1986.0
7419,Andhra Pradesh,2008,Kharif     ,Rice,203172.0,408376.0
101835,Kerala,2008,Autumn     ,Rice,4768.0,9439.0
160529,Puducherry,2009,Kharif     ,Rice,646.0,1388.0
38900,Bihar,2001,Autumn     ,Rice,82008.0,154952.0
7321,Andhra Pradesh,2005,Kharif     ,Rice,153521.0,271425.0
229053,Uttar Pradesh,2013,Rabi       ,Onion,184.0,3742.0
19281,Assam,2011,Whole Year ,Onion,2.0,3.0
31338,Bihar,2013,Summer     ,Rice,2302.0,4198.0
36084,Bihar,2008,Summer     ,Rice,1710.0,3125.0
30982,Bihar,2001,Autumn     ,Rice,56659.0,48341.0
175567,Rajasthan,2007,Whole Year ,Potato,10.0,13.0
215009,Uttar Pradesh,2007,Summer     ,Onion,27.0,365.0
172077,Rajasthan,2008,Kharif     ,Rice,1679.0,3034.0
19722,Assam,2008,Whole Year ,Sugarcane,367.0,11337.0
197679,Tripura,2002,Rabi       ,Wheat,197.0,382.0
75916,Jharkhand,2004,Rabi       ,Wheat,6640.24,5020.02
69846,Haryana,2007,Kharif     ,Rice,73632.0,188000.0
197371,Tripura,2005,Kharif     ,Rice,42376.0,104850.0
244540,West Bengal,2004,Whole Year ,Sugarcane,5286.0,368204.0
34817,Bihar,2013,Autumn     ,Rice,10098.0,6789.0
157003,Odisha,2006,Winter     ,Sugarcane,2458.0,102333.9
160850,Puducherry,2007,Rabi       ,Onion,3.0,25.0
16700,Assam,2001,Whole Year ,Onion,60.0,111.0
21588,Assam,2002,Autumn     ,Rice,7597.0,14389.0
74222,Jammu and Kashmir ,2003,Whole Year ,Potato,266.0,1788.0
26693,Assam,2006,Autumn     ,Rice,29059.0,17128.0
66680,Haryana,2006,Whole Year ,Onion,4.0,100.0
231920,Uttarakhand,2014,Rabi       ,Potato,925.0,7400.0
57704,Gujarat,2004,Rabi       ,Wheat,19100.0,60900.0
190118,Tamil Nadu,2009,Whole Year ,Potato,6.0,110.0
100102,Kerala,2013,Whole Year ,Sugarcane,7.0,54.0
115211,Madhya Pradesh,2002,Whole Year ,Potato,564.0,5805.0
200897,Uttar Pradesh,2007,Rabi       ,Potato,4431.0,97774.0
232615,Uttarakhand,2014,Rabi       ,Potato,40.0,369.0
75788,Jharkhand,2010,Rabi       ,Potato,88.0,360.0
221668,Uttar Pradesh,2014,Rabi       ,Onion,365.0,5584.0
25286,Assam,2008,Whole Year ,Potato,622.0,2987.0
85331,Karnataka,2004,Rabi       ,Rice,23073.0,76108.0
110133,Madhya Pradesh,2013,Whole Year ,Sugarcane,771.0,23990.0
149750,Odisha,2005,Winter     ,Sugarcane,1308.0,60188.9
211590,Uttar Pradesh,2006,Kharif     ,Sugarcane,65587.0,3885112.0
208369,Uttar Pradesh,2005,Rabi       ,Wheat,206806.0,571819.0
172066,Rajasthan,2007,Whole Year ,Potato,110.0,795.0
234780,Uttarakhand,2004,Rabi       ,Wheat,27728.0,46059.0
129458,Maharashtra,2004,Rabi       ,Wheat,28500.0,39000.0
186798,Tamil Nadu,2011,Whole Year ,Onion,518.0,6213.0
177294,Sikkim,2014,Rabi       ,Wheat,50.0,50.0
195554,Telangana ,2013,Rabi       ,Rice,108509.0,421992.0
91525,Karnataka,2010,Summer     ,Rice,2040.0,3397.0
30374,Bihar,2011,Winter     ,Rice,105902.0,349737.0
121551,Madhya Pradesh,2003,Whole Year ,Tomato,216.0,0.0
17100,Assam,2014,Rabi       ,Wheat,34.0,41.0
215087,Uttar Pradesh,2010,Rabi       ,Onion,135.0,2485.0
212904,Uttar Pradesh,2002,Whole Year ,Potato,4547.0,105486.0
99143,Kerala,2011,Winter     ,Rice,3126.88,6876.57
188532,Tamil Nadu,2011,Whole Year ,Potato,11.0,250.0
124434,Madhya Pradesh,2003,Kharif     ,Rice,43339.0,27551.0
31595,Bihar,2003,Winter     ,Rice,159125.0,244150.0
8670,Andhra Pradesh,2001,Whole Year ,Sugarcane,10614.0,732143.0
240688,West Bengal,2013,Rabi       ,Wheat,12329.0,38285.0
145337,Nagaland,2007,Kharif     ,Tea,70.0,80.0
219935,Uttar Pradesh,2002,Rabi       ,Onion,44.0,454.0
125142,Madhya Pradesh,2012,Kharif     ,Rice,272.0,267.0
101556,Kerala,2007,Winter     ,Rice,1481.0,3755.0
99694,Kerala,2006,Whole Year ,Sugarcane,1.0,20.0
105522,Madhya Pradesh,2003,Whole Year ,Tomato,50.0,0.0
245980,West Bengal,2011,Rabi       ,Wheat,1880.0,4206.0
220741,Uttar Pradesh,2014,Kharif     ,Rice,165814.0,406742.0
14326,Assam,2010,Whole Year ,Sugarcane,140.0,5762.0
74371,Jammu and Kashmir ,2013,Rabi       ,Wheat,3958.0,4468.0
239353,West Bengal,2003,Autumn     ,Rice,17369.0,30968.0
197434,Tripura,2008,Kharif     ,Rice,39877.0,101477.0
4681,Andhra Pradesh,2014,Rabi       ,Onion,13.0,230.0
73674,Himachal Pradesh,2005,Rabi       ,Onion,28.0,186.0
29136,Bihar,2007,Whole Year ,Sugarcane,1905.0,1228.0
139260,Meghalaya,2004,Autumn     ,Rice,10765.0,13973.0
110316,Madhya Pradesh,2003,Whole Year ,Onion,190.0,2431.0
97959,Karnataka,2014,Kharif     ,Onion,395.0,2029.0
124506,Madhya Pradesh,2005,Whole Year ,Potato,276.0,3047.0
204197,Uttar Pradesh,2007,Rabi       ,Wheat,165848.0,482120.0
179540,Tamil Nadu,2002,Whole Year ,Onion,2367.0,18892.0
120504,Madhya Pradesh,2003,Whole Year ,Onion,380.0,8775.0
109081,Madhya Pradesh,2005,Whole Year ,Sugarcane,1.0,20.0
120569,Madhya Pradesh,2005,Whole Year ,Onion,463.0,10808.0
209844,Uttar Pradesh,2008,Rabi       ,Onion,275.0,3224.0
86326,Karnataka,2012,Whole Year ,Sugarcane,4362.0,480692.0
25285,Assam,2008,Whole Year ,Onion,72.0,184.0
52051,Chhattisgarh,2013,Whole Year ,Onion,23.0,114.0
68794,Haryana,2009,Rabi       ,Wheat,114204.0,526000.0
10084,Arunachal Pradesh,2011,Kharif     ,Rice,10260.0,20873.0
56842,Dadra and Nagar Haveli,2006,Kharif     ,Rice,12902.0,28565.0
68525,Haryana,2010,Whole Year ,Potato,956.0,20300.0
35663,Bihar,2011,Rabi       ,Wheat,52615.0,131384.0
194146,Telangana ,2006,Whole Year ,Coconut ,1.0,13017.0
51312,Chhattisgarh,2012,Kharif     ,Rice,95853.0,142900.0
57898,Gujarat,2003,Whole Year ,Potato,3500.0,79700.0
44613,Bihar,2008,Whole Year ,Sugarcane,2723.0,120213.0
75773,Jharkhand,2006,Rabi       ,Wheat,134.51,174.0
138927,Manipur,2005,Whole Year ,Sugarcane,20.0,660.0
19384,Assam,2014,Whole Year ,Potato,1150.0,5864.0
211753,Uttar Pradesh,2013,Rabi       ,Onion,10.0,203.0
96271,Karnataka,2006,Whole Year ,Sugarcane,1560.0,136344.0
125315,Maharashtra,2001,Kharif     ,Rice,7300.0,4100.0
134365,Maharashtra,2008,Whole Year ,Sugarcane,85600.0,8332800.0
210703,Uttar Pradesh,2002,Rabi       ,Onion,59.0,609.0
203580,Uttar Pradesh,2002,Whole Year ,Sugarcane,590.0,29827.0
50620,Chhattisgarh,2007,Rabi       ,Wheat,1342.0,1855.0
240673,West Bengal,2012,Rabi       ,Wheat,12292.0,41020.0
177986,Tamil Nadu,2002,Whole Year ,Tomato,4409.0,56986.0
42405,Bihar,2012,Rabi       ,Wheat,59182.0,206847.0
218737,Uttar Pradesh,2012,Rabi       ,Potato,1314.0,30733.0
161517,Punjab,2013,Whole Year ,Sugarcane,1000.0,90000.0
36447,Bihar,2002,Whole Year ,Sugarcane,695.0,12378.0
13525,Assam,2003,Whole Year ,Sugarcane,210.0,8104.0
16741,Assam,2002,Winter     ,Rice,77726.0,116065.0
140079,Meghalaya,2009,Autumn     ,Rice,273.0,554.0
96829,Karnataka,2003,Whole Year ,Sugarcane,29.0,1901.0
78648,Karnataka,2002,Whole Year ,Tomato,1301.0,8967.0
122559,Madhya Pradesh,2009,Whole Year ,Wheat,139816.0,250416.0
17945,Assam,2005,Whole Year ,Onion,230.0,456.0
124083,Madhya Pradesh,2005,Whole Year ,Potato,1271.0,19726.0
169129,Rajasthan,2010,Whole Year ,Potato,10.0,40.0
181749,Tamil Nadu,2005,Whole Year ,Onion,75.0,601.0
60548,Gujarat,2001,Whole Year ,Sugarcane,5600.0,441000.0
42925,Bihar,2012,Rabi       ,Wheat,81527.0,233254.0
205332,Uttar Pradesh,2013,Kharif     ,Sugarcane,39953.0,2459666.0
187488,Tamil Nadu,2008,Whole Year ,Sugarcane,2370.0,251727.0
115291,Madhya Pradesh,2005,Whole Year ,Potato,555.0,7244.0
90393,Karnataka,2010,Whole Year ,Coconut ,1287.0,12303.0
45236,Bihar,2011,Summer     ,Rice,6197.0,8966.0
197247,Tripura,2013,Kharif     ,Rice,24338.0,67649.0
82026,Karnataka,2006,Whole Year ,Sugarcane,22734.0,1447019.0
136383,Maharashtra,2007,Rabi       ,Wheat,750.0,1103.0
171669,Rajasthan,2008,Rabi       ,Wheat,23600.0,37105.0
113545,Madhya Pradesh,2011,Rabi       ,Wheat,90028.0,231552.0
76210,Jharkhand,2006,Winter     ,Potato,5394.02,44549.0
64826,Gujarat,2012,Kharif     ,Rice,45800.0,119400.0
231017,Uttar Pradesh,2011,Rabi       ,Onion,218.0,4987.0
196429,Telangana ,2001,Rabi       ,Rice,49550.0,145776.0
22812,Assam,2005,Autumn     ,Rice,16115.0,11862.0
121927,Madhya Pradesh,2002,Whole Year ,Tomato,148.0,0.0
108617,Madhya Pradesh,2006,Rabi       ,Wheat,188416.0,436796.0
144419,Nagaland,2011,Rabi       ,Potato,710.0,6410.0
81476,Karnataka,2011,Kharif     ,Onion,350.0,1728.0
97470,Karnataka,2006,Whole Year ,Onion,74.0,457.0
148873,Odisha,2006,Summer     ,Rice,11000.0,25000.0
178032,Tamil Nadu,2003,Whole Year ,Onion,1330.0,18824.0
87863,Karnataka,2011,Rabi       ,Onion,287.0,2284.0
233778,Uttarakhand,2012,Kharif     ,Rice,13575.0,30673.0
57388,Gujarat,2006,Rabi       ,Wheat,132400.0,228900.0
243536,West Bengal,2008,Summer     ,Rice,160437.0,395631.0
25795,Assam,2006,Whole Year ,Onion,342.0,1618.0
145859,Nagaland,2011,Rabi       ,Wheat,330.0,560.0
42282,Bihar,2008,Kharif     ,Potato,2767.0,15274.0
15995,Assam,2014,Whole Year ,Sugarcane,171.0,6286.0
231255,Uttar Pradesh,2002,Summer     ,Onion,69.0,771.0
44202,Bihar,2013,Winter     ,Rice,82462.0,86051.0
165189,Rajasthan,2007,Whole Year ,Sugarcane,98.0,3844.0
127287,Maharashtra,2012,Whole Year ,Sugarcane,51400.0,2817000.0
84921,Karnataka,2009,Summer     ,Onion,125.0,954.0
214301,Uttar Pradesh,2014,Summer     ,Onion,282.0,2766.0
118811,Madhya Pradesh,2013,Whole Year ,Onion,2876.0,43625.0
85037,Karnataka,2011,Whole Year ,Sugarcane,10.0,912.0
164979,Rajasthan,2001,Rabi       ,Wheat,174090.0,529816.0
99793,Kerala,2013,Autumn     ,Rice,275.0,684.0
68497,Haryana,2009,Rabi       ,Wheat,171412.0,773000.0
163641,Punjab,2008,Rabi       ,Wheat,76000.0,297000.0
221088,Uttar Pradesh,2010,Kharif     ,Sugarcane,1570.0,77352.0
204288,Uttar Pradesh,2010,Rabi       ,Wheat,167409.0,544396.0
153265,Odisha,2003,Whole Year ,Potato,6.0,51.3
93116,Karnataka,2014,Summer     ,Potato,8.0,110.0
73251,Himachal Pradesh,2008,Rabi       ,Onion,26.0,106.0
162135,Punjab,2009,Kharif     ,Rice,262000.0,964000.0
74552,Jammu and Kashmir ,2013,Rabi       ,Potato,141.0,2612.5
163883,Punjab,2014,Kharif     ,Rice,230000.0,904000.0
150238,Odisha,2006,Summer     ,Wheat,145.0,170.2
3753,Andhra Pradesh,2009,Whole Year ,Coconut ,127.0,745965.0
210486,Uttar Pradesh,2012,Rabi       ,Potato,8142.0,177903.0
127271,Maharashtra,2012,Kharif     ,Rice,600.0,300.0
144988,Nagaland,2009,Kharif     ,Potato,170.0,1600.0
175569,Rajasthan,2007,Whole Year ,Sugarcane,20.0,1142.0
91957,Karnataka,2005,Kharif     ,Rice,41650.0,134083.0
224122,Uttar Pradesh,2005,Kharif     ,Rice,22442.0,50876.0
132317,Maharashtra,2001,Whole Year ,Sugarcane,5900.0,356100.0
212988,Uttar Pradesh,2006,Kharif     ,Sugarcane,4225.0,231327.0
10064,Arunachal Pradesh,2009,Kharif     ,Rice,8519.0,15639.33
204710,Uttar Pradesh,2007,Rabi       ,Onion,284.0,3968.0
220625,Uttar Pradesh,2010,Kharif     ,Rice,167451.0,363536.0
237850,West Bengal,2009,Summer     ,Rice,45623.0,119400.0
240526,West Bengal,2005,Autumn     ,Rice,10972.0,19693.0
202997,Uttar Pradesh,2014,Kharif     ,Sugarcane,4096.0,213254.0
76732,Jharkhand,2005,Winter     ,Rice,64673.18,28930.47
91483,Karnataka,2009,Summer     ,Onion,143.0,857.0
12924,Assam,2003,Summer     ,Rice,17400.0,37888.0
206913,Uttar Pradesh,2001,Whole Year ,Sugarcane,1053.0,36038.0
162930,Punjab,2004,Kharif     ,Rice,400000.0,1144000.0
115448,Madhya Pradesh,2012,Rabi       ,Wheat,100612.0,382423.0
165518,Rajasthan,2004,Whole Year ,Onion,70.0,66.0
89495,Karnataka,2010,Kharif     ,Rice,35785.0,105364.0
81506,Karnataka,2011,Whole Year ,Cashewnut,79.0,63.0
7008,Andhra Pradesh,2014,Whole Year ,Coconut ,491.0,10645000.0
28445,Bihar,2001,Whole Year ,Onion,124.0,1184.0
23458,Assam,2006,Whole Year ,Coconut ,1225.0,9437000.0
239156,West Bengal,2014,Rabi       ,Potato,16153.0,492552.0
115786,Madhya Pradesh,2008,Kharif     ,Rice,13149.0,12221.0
26925,Assam,2012,Summer     ,Rice,5710.0,18786.0
75774,Jharkhand,2006,Winter     ,Potato,29.82,277.0
154285,Odisha,2012,Summer     ,Rice,259000.0,7000.0
236631,West Bengal,2002,Whole Year ,Sugarcane,407.0,29177.0
59900,Gujarat,2005,Summer     ,Rice,300.0,900.0
25384,Assam,2011,Summer     ,Rice,336.0,922.0
201929,Uttar Pradesh,2011,Kharif     ,Sugarcane,73363.0,4968436.0
203417,Uttar Pradesh,2014,Kharif     ,Rice,108030.0,198235.0
10860,Arunachal Pradesh,2010,Rabi       ,Wheat,475.0,784.0
143011,Nagaland,2003,Rabi       ,Rice,580.0,1330.0
112423,Madhya Pradesh,2008,Whole Year ,Sugarcane,10.0,300.0
50131,Chhattisgarh,2009,Whole Year ,Onion,394.0,2147.0
216757,Uttar Pradesh,2004,Rabi       ,Potato,2916.0,85547.0
177528,Sikkim,2002,Kharif     ,Rice,5100.0,7600.0
52063,Chhattisgarh,2014,Kharif     ,Potato,14.0,101.0
62306,Gujarat,2008,Whole Year ,Sugarcane,31500.0,2118000.0
74665,Jammu and Kashmir ,2002,Rabi       ,Wheat,49633.0,79350.0
243533,West Bengal,2008,Rabi       ,Wheat,521.0,1267.0
141314,Meghalaya,2005,Whole Year ,Sugarcane,41.0,128.0
55424,Chhattisgarh,2004,Whole Year ,Potato,9.0,50.0
42949,Bihar,2013,Summer     ,Rice,2855.0,6653.0
185558,Tamil Nadu,2011,Whole Year ,Sugarcane,6283.0,778663.0
163014,Punjab,2012,Rabi       ,Wheat,256000.0,1242000.0
195804,Telangana ,2002,Rabi       ,Onion,2066.0,39248.0
122174,Madhya Pradesh,2013,Kharif     ,Rice,15566.0,57589.0
13791,Assam,2011,Whole Year ,Sugarcane,183.0,6781.0
186579,Tamil Nadu,2003,Whole Year ,Sugarcane,6988.0,692993.0
224704,Uttar Pradesh,2010,Kharif     ,Sugarcane,56183.0,3376823.0
111890,Madhya Pradesh,2007,Whole Year ,Potato,601.0,5772.0
242252,West Bengal,2001,Whole Year ,Potato,14289.0,314924.0
100005,Kerala,2007,Whole Year ,Cashewnut,581.0,222.0
40583,Bihar,2003,Whole Year ,Onion,98.0,904.0
90857,Karnataka,2007,Rabi       ,Rice,25.0,54.0
224817,Uttar Pradesh,2014,Rabi       ,Potato,489.0,8516.0
162840,Punjab,2012,Whole Year ,Sugarcane,4000.0,258000.0
234160,Uttarakhand,2010,Whole Year ,Onion,187.0,1216.0
44516,Bihar,2005,Whole Year ,Potato,3390.0,23976.0
191836,Telangana ,2014,Kharif     ,Rice,36084.0,81003.0
144254,Nagaland,2005,Rabi       ,Sugarcane,270.0,3380.0
84096,Karnataka,2009,Summer     ,Rice,3577.0,8166.0
6057,Andhra Pradesh,2009,Whole Year ,Coconut ,61.0,684360.0
229894,Uttar Pradesh,2007,Summer     ,Onion,80.0,1080.0
2070,Andhra Pradesh,2003,Whole Year ,Tomato,738.0,7088.0
3536,Andhra Pradesh,2004,Kharif     ,Onion,1851.0,17286.0
99096,Kerala,2008,Whole Year ,Cashewnut,19372.0,20757.0
8259,Andhra Pradesh,2010,Kharif     ,Rice,110289.0,192378.0
74821,Jammu and Kashmir ,2013,Rabi       ,Potato,36.0,403.5
82192,Karnataka,2010,Whole Year ,Sugarcane,41377.0,3459117.0
212166,Uttar Pradesh,2011,Rabi       ,Onion,551.0,12604.0
194058,Telangana ,2004,Whole Year ,Coconut ,1.0,11789.0
5517,Andhra Pradesh,2014,Rabi       ,Wheat,46.0,61.0
75850,Jharkhand,2002,Autumn     ,Rice,2525.35,1870.44
241505,West Bengal,2005,Autumn     ,Rice,9368.0,25275.0
92076,Karnataka,2008,Kharif     ,Rice,40332.0,149430.06
143215,Nagaland,2011,Kharif     ,Rice,43870.0,101270.0
212078,Uttar Pradesh,2008,Rabi       ,Onion,395.0,4630.0
236793,West Bengal,2008,Whole Year ,Sugarcane,403.0,35362.0
210772,Uttar Pradesh,2005,Kharif     ,Sugarcane,147.0,7406.0
222904,Uttar Pradesh,2012,Rabi       ,Onion,20.0,460.0
240307,West Bengal,2014,Summer     ,Rice,1516.0,3437.0
161106,Puducherry,2014,Kharif     ,Cashewnut,138.0,41.0
53750,Chhattisgarh,2012,Whole Year ,Onion,211.0,840.0
115268,Madhya Pradesh,2004,Whole Year ,Onion,14.0,129.0
84882,Karnataka,2008,Whole Year ,Coconut ,42563.0,291591.0
201363,Uttar Pradesh,2006,Rabi       ,Onion,82.0,1573.0
83095,Karnataka,2012,Whole Year ,Sugarcane,7548.0,559307.0
37104,Bihar,2008,Whole Year ,Onion,48.0,423.0
201289,Uttar Pradesh,2003,Summer     ,Onion,651.0,6629.0
147180,Odisha,2010,Autumn     ,Rice,16000.0,4000.0
187226,Tamil Nadu,2013,Kharif     ,Onion,2.0,23.0
34037,Bihar,2005,Whole Year ,Potato,4204.0,34957.0
58359,Gujarat,2006,Rabi       ,Wheat,68100.0,170500.0
104606,Madhya Pradesh,2012,Kharif     ,Rice,44860.0,121756.0
34697,Bihar,2008,Summer     ,Rice,70.0,113.0
131392,Maharashtra,2014,Rabi       ,Wheat,47200.0,10800.0
239931,West Bengal,2003,Rabi       ,Wheat,2945.0,4957.0
77336,Karnataka,2009,Kharif     ,Onion,17697.0,49445.0
68931,Haryana,2001,Whole Year ,Sugarcane,1.0,0.0
142607,Mizoram,2003,Whole Year ,Potato,51.0,324.0
102182,Kerala,2011,Whole Year ,Potato,12.0,141.0
82328,Karnataka,2014,Kharif     ,Rice,50.0,153.0
181467,Tamil Nadu,2007,Kharif     ,Rice,12433.0,40279.0
144182,Nagaland,2002,Whole Year ,Tea,110.0,290.0
122999,Madhya Pradesh,2008,Rabi       ,Wheat,53965.0,47029.0
4456,Andhra Pradesh,2008,Whole Year ,Sugarcane,11255.0,1073337.0
87936,Karnataka,2013,Kharif     ,Onion,27890.0,138386.0
209374,Uttar Pradesh,2008,Rabi       ,Onion,109.0,1278.0
19046,Assam,2004,Autumn     ,Rice,6000.0,9635.0
104783,Madhya Pradesh,2002,Whole Year ,Onion,176.0,1659.0
37761,Bihar,2013,Whole Year ,Sugarcane,4462.0,171653.0
121636,Madhya Pradesh,2007,Kharif     ,Rice,229.0,115.0
216045,Uttar Pradesh,2010,Rabi       ,Onion,15.0,276.0
7584,Andhra Pradesh,2012,Kharif     ,Tomato,176.0,3842.0
239442,West Bengal,2005,Whole Year ,Potato,24068.0,242966.0
163440,Punjab,2003,Rabi       ,Wheat,197000.0,814000.0
232098,Uttarakhand,2007,Rabi       ,Wheat,14872.0,17266.0
128674,Maharashtra,2010,Kharif     ,Rice,5000.0,6700.0
114524,Madhya Pradesh,2010,Whole Year ,Onion,222.0,3150.0
183796,Tamil Nadu,2013,Whole Year ,Coconut ,715.0,4500000.0
139436,Meghalaya,2010,Whole Year ,Potato,130.0,1008.0
161252,Puducherry,2012,Whole Year ,Coconut ,285.0,5641000.0
148054,Odisha,2006,Autumn     ,Rice,2000.0,2000.0
52946,Chhattisgarh,2008,Whole Year ,Onion,116.0,535.0
100328,Kerala,2010,Winter     ,Rice,2349.43,2601.91
90020,Karnataka,2003,Rabi       ,Wheat,1833.0,295.0
106544,Madhya Pradesh,2003,Whole Year ,Onion,845.0,18927.0
170143,Rajasthan,2004,Whole Year ,Sugarcane,2112.0,79184.0
117740,Madhya Pradesh,2011,Whole Year ,Sugarcane,19.0,520.0
204920,Uttar Pradesh,2014,Summer     ,Onion,56.0,847.0
179925,Tamil Nadu,2013,Rabi       ,Onion,1824.0,11877.0
29664,Bihar,2005,Whole Year ,Onion,214.0,1868.0
103064,Madhya Pradesh,2013,Kharif     ,Rice,1409.0,2336.0
38085,Bihar,2007,Whole Year ,Onion,1216.0,16915.0
86816,Karnataka,2005,Whole Year ,Sugarcane,1247.0,110172.0
135366,Maharashtra,2012,Rabi       ,Wheat,20100.0,36500.0
17543,Assam,2010,Winter     ,Rice,8828.0,11265.0
82983,Karnataka,2010,Whole Year ,Coconut ,11377.0,108409.0
165615,Rajasthan,2007,Whole Year ,Sugarcane,352.0,19524.0
74325,Jammu and Kashmir ,2003,Whole Year ,Potato,87.0,454.0
23455,Assam,2006,Summer     ,Rice,36745.0,71910.0
72429,Himachal Pradesh,2004,Kharif     ,Rice,31.0,43.0
20660,Assam,2009,Autumn     ,Rice,1132.0,1013.0
33166,Bihar,2008,Kharif     ,Potato,870.0,6525.0
60198,Gujarat,2002,Whole Year ,Onion,400.0,11600.0
133365,Maharashtra,2007,Whole Year ,Sugarcane,538.0,35861.0
155751,Odisha,2013,Summer     ,Wheat,1.0,3.5
35652,Bihar,2010,Winter     ,Rice,3483.0,1545.0
221056,Uttar Pradesh,2009,Kharif     ,Rice,212.0,203.0
203760,Uttar Pradesh,2009,Rabi       ,Wheat,141321.0,236833.0
22709,Assam,2001,Whole Year ,Sugarcane,274.0,10565.0
71306,Haryana,2005,Kharif     ,Rice,59276.0,200000.0
222947,Uttar Pradesh,2014,Kharif     ,Rice,14466.0,42892.0
184362,Tamil Nadu,2002,Whole Year ,Sugarcane,685.0,62910.0
25348,Assam,2010,Whole Year ,Onion,60.0,140.0
82287,Karnataka,2013,Kharif     ,Rice,52.0,154.0
117354,Madhya Pradesh,2013,Whole Year ,Onion,558.0,8943.0
172694,Rajasthan,2005,Rabi       ,Wheat,35843.0,75319.0
84073,Karnataka,2009,Kharif     ,Onion,2792.0,24699.0
50524,Chhattisgarh,2005,Kharif     ,Rice,180718.0,159200.0
153939,Odisha,2012,Winter     ,Potato,434.0,3188.6
154290,Odisha,2012,Winter     ,Potato,440.0,6827.0
189848,Tamil Nadu,2002,Whole Year ,Cashewnut,29.0,9.0
77965,Karnataka,2006,Kharif     ,Rice,7340.0,14919.0
240474,West Bengal,2002,Whole Year ,Coconut ,165.0,2748.6
21109,Assam,2004,Whole Year ,Coconut ,416.0,3830000.0
20409,Assam,2011,Summer     ,Rice,34899.0,93425.0
141585,Meghalaya,2013,Whole Year ,Potato,172.0,858.0
4426,Andhra Pradesh,2007,Whole Year ,Sugarcane,16000.0,1655000.0
181398,Tamil Nadu,2004,Kharif     ,Rice,18233.0,54278.0
93901,Karnataka,2013,Whole Year ,Cashewnut,127.0,113.0
127209,Maharashtra,2009,Rabi       ,Wheat,67000.0,91900.0
